customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-002024,Male,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.59,3585.77,No
TC-002025,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),87.12,3999.66,No
TC-002026,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,92.24,480.01,No
TC-002027,Male,0,No,No,26,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,44.03,1160.68,Yes
TC-002028,Female,0,No,No,8,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,62.1,502.11,No
TC-002029,Female,1,No,No,58,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,78.67,4597.67,No
TC-002030,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.13,6160.48,Yes
TC-002031,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),84.89,5504.81,No
TC-002032,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.55,126.61,No
TC-002033,Male,1,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.36,4507.03,Yes
TC-002034,Female,0,No,Yes,46,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.27,3004.79,Yes
TC-002035,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.49,1311.02,Yes
TC-002036,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.04,51.69,Yes
TC-002037,Female,1,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.69,971.08,No
TC-002038,Male,1,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.12,1216.15,No
TC-002039,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.06,61.81,No
TC-002040,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.53,875.11,No
TC-002041,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.92,1670.05,Yes
TC-002042,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,61.6,3319.17,No
TC-002043,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),43.21,351.78,No
TC-002044,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),102.65,4213.98,No
TC-002045,Female,1,No,No,40,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.97,1429.97,No
TC-002046,Female,0,Yes,No,38,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.99,1180.99,No
TC-002047,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.49,1098.59,No
TC-002048,Male,0,No,Yes,39,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),89.16,3403.92,No
TC-002049,Male,0,Yes,Yes,4,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.86,211.48,Yes
TC-002050,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.34,1481.83,Yes
TC-002051,Female,0,No,No,30,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),103.77,3079.54,No
TC-002052,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.84,177.46,No
TC-002053,Female,1,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.72,819.77,Yes
TC-002054,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.07,2454.93,No
TC-002055,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),98.65,2402.25,No
TC-002056,Male,0,No,Yes,21,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.19,1941.64,No
TC-002057,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.03,114.06,No
TC-002058,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),107.16,869.76,No
TC-002059,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.43,119.98,Yes
TC-002060,Male,0,No,Yes,57,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),63.93,3580.39,No
TC-002061,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,89.14,2404.79,No
TC-002062,Female,0,No,No,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.5,638.24,No
TC-002063,Male,0,Yes,No,72,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,62.62,4525.91,No
TC-002064,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,89.7,265.78,No
TC-002065,Male,1,No,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.06,4075.89,No
TC-002066,Female,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.73,1059.22,Yes
TC-002067,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),56.12,1471.13,No
TC-002068,Male,1,Yes,Yes,50,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),102.96,5127.63,Yes
TC-002069,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.69,303.59,No
TC-002070,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,109.74,902.24,No
TC-002071,Male,1,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,111.03,111.03,Yes
TC-002072,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,95.8,1290.99,No
TC-002073,Female,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,88.1,482.82,No
TC-002074,Female,1,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.21,552.68,No
TC-002075,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.15,492.01,No
TC-002076,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.88,1197.67,Yes
TC-002077,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.97,2739.03,No
TC-002078,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.94,3825.71,Yes
TC-002079,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),84.49,1991.64,No
TC-002080,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.92,3692.14,No
TC-002081,Male,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.43,2001.72,No
TC-002082,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.03,1653.22,No
TC-002083,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,85.85,539.81,Yes
TC-002084,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,100.93,5552.45,No
TC-002085,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.37,1972.95,No
TC-002086,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.16,1579.59,No
TC-002087,Female,1,Yes,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.33,190.37,No
TC-002088,Male,1,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.37,922.96,No
TC-002089,Female,0,No,No,33,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.9,1608.2,No
TC-002090,Male,1,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.83,3265.31,No
TC-002091,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,75.87,5033.52,No
TC-002092,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,105.94,3211.93,Yes
TC-002093,Female,0,No,No,72,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.31,7659.65,No
TC-002094,Female,0,No,Yes,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),55.32,1379.93,No
TC-002095,Male,1,No,No,30,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),61.83,1847.05,Yes
TC-002096,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,83.48,1898.19,No
TC-002097,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,104.75,2008.09,Yes
TC-002098,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.03,672.45,No
TC-002099,Female,0,No,Yes,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,65.8,96.1,No
TC-002100,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.54,1141.94,No
TC-002101,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.19,426.5,Yes
TC-002102,Male,0,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,899.86,No
TC-002103,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.53,4521.29,No
TC-002104,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.76,55.86,No
TC-002105,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.24,979.57,No
TC-002106,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),102.95,684.33,No
TC-002107,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.23,124.54,No
TC-002108,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,86.21,631.03,No
TC-002109,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),112.44,4186.95,No
TC-002110,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),94.74,168.88,Yes
TC-002111,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.5,190.36,No
TC-002112,Male,1,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,110.12,533.66,No
TC-002113,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,118.19,2629.61,No
TC-002114,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,92.44,2601.56,No
TC-002115,Male,1,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.34,3810.01,No
TC-002116,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,104.69,3256.95,Yes
TC-002117,Male,0,No,Yes,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.92,79.92,No
TC-002118,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,89.18,738.24,No
TC-002119,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,79.25,4488.97,No
TC-002120,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.4,85.4,Yes
TC-002121,Female,1,No,No,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,101.96,6039.37,No
TC-002122,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),92.07,4575.76,No
TC-002123,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.02,3576.77,No
TC-002124,Male,1,Yes,No,56,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.66,4247.54,No
TC-002125,Female,1,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.04,239.37,No
TC-002126,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.43,4465.69,Yes
TC-002127,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,103.08,4131.53,No
TC-002128,Male,0,No,No,59,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.72,5843.54,No
TC-002129,Male,0,No,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,86.89,5619.54,No
TC-002130,Female,0,No,No,8,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),55.78,455.76,No
TC-002131,Male,1,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,88.65,324.36,No
TC-002132,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,95.87,3697.53,Yes
TC-002133,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.4,4111.46,Yes
TC-002134,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.69,1160.11,No
TC-002135,Male,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.62,3423.02,No
TC-002136,Male,0,Yes,No,33,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),90.17,3011.65,No
TC-002137,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,69.3,440.32,No
TC-002138,Female,0,Yes,No,53,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.81,1956.33,No
TC-002139,Female,0,No,Yes,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.17,445.47,Yes
TC-002140,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.08,148.4,Yes
TC-002141,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.71,26.71,No
TC-002142,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.81,1023.51,Yes
TC-002143,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.82,1831.97,No
TC-002144,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),71.16,137.62,No
TC-002145,Male,0,Yes,Yes,44,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,75.11,3273.23,No
TC-002146,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.74,1233.19,Yes
TC-002147,Male,0,No,No,53,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.76,5818.9,Yes
TC-002148,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.75,5364.52,No
TC-002149,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,101.87,1527.61,No
TC-002150,Male,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.01,960.44,No
TC-002151,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,95.32,4951.5,No
TC-002152,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.86,876.65,No
TC-002153,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.26,2021.92,No
TC-002154,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),90.54,303.14,No
TC-002155,Female,1,No,No,13,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.7,1188.17,No
TC-002156,Female,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,67.71,1575.46,Yes
TC-002157,Female,0,Yes,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.99,123.12,No
TC-002158,Male,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),74.46,817.58,No
TC-002159,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),67.36,473.47,No
TC-002160,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,58.92,909.18,Yes
TC-002161,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.26,2049.87,No
TC-002162,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,84.75,500.54,No
TC-002163,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),94.83,4029.56,No
TC-002164,Female,1,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.8,129.51,Yes
TC-002165,Female,1,No,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),78.86,625.45,No
TC-002166,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,104.13,4970.92,No
